CensusTract,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
48099010604,Texas,Coryell County,0,4853,1571,0,0,0.00,0,0,0,0,0,0,8.5,58933,0,0,0,0,0,0,0,0,0,0,NULL,0,0,NULL,4853,100.00,1633,33.66,1720,35.44,223,4.60,3331,68.64,789,16.26,89,1.83,36,0.74,47,0.97,561,11.56,748,15.41,8,0.49,112,7.10,4853,100.00,1633,33.66,1720,35.44,223,4.60,3331,68.64,789,16.26,89,1.83,36,0.74,47,0.97,561,11.56,748,15.41,8,0.49,112,7.10,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2069,1720,223,3331,789,89,36,47,561,748,9,139
48099010701,Texas,Coryell County,0,4142,1562,0,0,0.00,0,0,0,0,0,0,10.2,72684,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,4142,100.00,1212,29.26,1165,28.13,420,10.14,2914,70.35,607,14.65,110,2.66,34,0.82,32,0.77,445,10.74,612,14.78,43,2.78,136,8.70,4142,100.00,1212,29.26,1165,28.13,420,10.14,2914,70.35,607,14.65,110,2.66,34,0.82,32,0.77,445,10.74,612,14.78,43,2.78,136,8.70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1087,1165,420,2914,607,110,34,32,445,612,44,137
48099010702,Texas,Coryell County,1,3294,1276,0,0,0.00,0,0,0,0,0,0,10.2,56781,1,1,1,1,1,0,0,0,3294,3294,3294,1137,1137,1137,3294,100.00,1137,34.52,886,26.90,386,11.72,2295,69.67,515,15.63,85,2.58,36,1.09,30,0.91,333,10.11,443,13.45,47,3.65,122,9.55,3294,100.00,1137,34.52,886,26.90,386,11.72,2295,69.67,515,15.63,85,2.58,36,1.09,30,0.91,333,10.11,443,13.45,47,3.65,122,9.55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1148,886,386,2295,515,85,36,30,333,443,42,128
48099010802,Texas,Coryell County,1,5366,1932,0,0,0.00,0,0,0,0,0,0,12.8,63023,1,1,1,1,1,0,0,0,5366,5366,5366,1600,1600,1600,5366,100.00,1600,29.82,1566,29.18,452,8.42,3857,71.88,715,13.32,164,3.06,67,1.25,33,0.61,530,9.88,798,14.87,0,0.00,74,3.82,5366,100.00,1600,29.82,1566,29.18,452,8.42,3857,71.88,715,13.32,164,3.06,67,1.25,33,0.61,530,9.88,798,14.87,0,0.00,74,3.82,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1430,1566,452,3857,715,164,67,33,530,798,0,72
48099010803,Texas,Coryell County,1,2651,888,0,0,0.00,0,0,0,0,0,0,2.8,85556,1,1,1,1,1,0,0,0,2644,2651,2644,489,490,489,2651,100.00,490,18.50,796,30.03,229,8.64,1772,66.84,514,19.39,83,3.13,26,0.98,11,0.41,245,9.24,384,14.49,3,0.34,74,8.30,2644,99.73,489,18.45,794,29.96,228,8.61,1766,66.62,513,19.37,83,3.12,26,0.98,11,0.41,245,9.23,383,14.45,3,0.34,73,8.27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,501,796,229,1772,514,83,26,11,245,384,3,74
48099010804,Texas,Coryell County,1,4226,1774,0,0,0.00,1,1,1,1,1,1,15.3,51516,1,1,1,1,1,0,0,1,2047,3814,2047,753,1541,753,3814,90.25,1541,36.47,976,23.10,427,10.11,2597,61.45,625,14.79,103,2.43,30,0.72,26,0.62,432,10.23,580,13.72,154,8.67,356,20.08,2047,48.44,753,17.82,536,12.69,236,5.59,1354,32.04,373,8.82,50,1.19,15,0.37,15,0.36,239,5.66,330,7.81,99,5.58,190,10.72,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2010,1077,450,2840,711,116,33,33,493,635,169,424
48099980000,Texas,Coryell County,0,26,12,0,4,15.38,1,1,0,0,0,1,100.0,NULL,1,1,0,0,0,1,0,0,19,19,NULL,19,19,NULL,26,100.00,26,100.00,3,11.54,2,7.69,22,84.62,2,7.69,0,0.00,0,0.00,0,0.00,2,7.69,2,7.69,0,0.00,12,100.00,26,100.00,26,100.00,3,11.54,2,7.69,22,84.62,2,7.69,0,0.00,0,0.00,0,0.00,2,7.69,2,7.69,0,0.00,12,100.00,19,71.76,19,71.76,2,9.40,2,6.26,18,67.91,0,0.00,0,0.00,0,0.00,0,0.00,1,3.85,1,3.85,0,0.00,10,84.53,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,3,2,22,2,0,0,0,2,2,0,5
48101950100,Texas,Cottle County,0,1505,677,0,0,0.00,1,1,1,1,0,1,31.4,40469,1,1,1,0,0,1,1,1,1504,1504,1448,856,856,821,1505,100.00,856,56.91,350,23.26,358,23.79,1212,80.53,133,8.84,0,0.00,1,0.07,5,0.33,154,10.23,316,21.00,62,9.23,169,24.93,1505,100.00,856,56.91,350,23.26,358,23.79,1212,80.53,133,8.84,0,0.00,1,0.07,5,0.33,154,10.23,316,21.00,62,9.23,169,24.93,1504,99.96,856,56.88,350,23.26,358,23.79,1211,80.49,133,8.84,0,0.00,1,0.07,5,0.33,154,10.23,316,21.00,62,9.22,169,24.92,1448,96.19,821,54.54,347,23.06,343,22.79,1163,77.25,130,8.65,0,0.00,1,0.07,5,0.33,149,9.89,311,20.69,57,8,161,23.85,950,350,358,1212,133,0,1,5,154,316,72,171
48103950100,Texas,Crane County,1,4375,1471,0,86,1.97,0,0,0,0,0,0,7.6,77440,1,1,1,1,1,0,0,0,588,2361,588,171,700,171,2361,53.96,700,15.99,637,14.57,281,6.43,1827,41.76,95,2.18,9,0.20,0,0.00,27,0.61,403,9.21,1237,28.27,35,2.35,48,3.28,588,13.44,171,3.92,147,3.36,53,1.22,455,10.40,28,0.64,6,0.13,0,0.00,4,0.10,95,2.17,263,6.01,9,0.63,13,0.89,186,4.24,56,1.29,43,0.99,11,0.26,163,3.72,0,0.00,1,0.02,0,0.00,0,0.00,22,0.50,72,1.65,3,0.20,4,0.30,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.00,1327,1289,493,3243,125,16,0,44,947,2409,52,86
48105950100,Texas,Crockett County,0,3719,1422,0,49,1.32,0,0,0,0,0,1,20.8,68450,0,0,0,0,0,0,0,0,250,250,94,84,84,31,2817,75.74,1007,27.08,756,20.32,401,10.79,2344,63.03,27,0.72,9,0.24,3,0.08,23,0.61,411,11.05,1843,49.55,40,2.84,112,7.84,1804,48.50,700,18.82,505,13.58,252,6.78,1491,40.10,22,0.58,3,0.09,2,0.07,19,0.50,266,7.16,1332,35.83,17,1.19,70,4.89,250,6.72,84,2.25,52,1.40,45,1.20,218,5.87,7,0.19,0,0.00,0,0.00,0,0.00,25,0.66,81,2.19,0,0.00,11,0.80,94,2.52,31,0.84,22,0.59,12,0.33,79,2.12,4,0.12,0,0.00,0,0.00,0,0.00,11,0.28,32,0.87,0,0,4,0.28,1122,994,545,3092,30,13,3,34,547,2352,39,141
48107950100,Texas,Crosby County,0,2234,853,0,33,1.48,0,0,0,0,0,1,28.2,39615,0,0,0,0,0,0,0,0,219,219,NULL,85,85,NULL,899,40.23,440,19.72,194,8.68,241,10.78,776,34.74,32,1.45,0,0.00,0,0.00,3,0.12,88,3.92,315,14.10,36,4.16,90,10.58,413,18.50,163,7.30,77,3.45,114,5.12,381,17.05,0,0.00,0,0.00,0,0.00,2,0.09,30,1.36,65,2.91,18,2.12,43,5.09,219,9.79,85,3.79,41,1.81,53,2.39,215,9.60,0,0.00,0,0.00,0,0.00,2,0.09,2,0.09,17,0.77,10,1.14,23,2.73,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1158,584,455,1856,99,0,0,6,273,1073,64,181
48107950200,Texas,Crosby County,0,2346,847,0,29,1.24,0,0,0,0,0,1,9.2,50313,0,0,0,0,0,0,0,0,43,43,NULL,22,22,NULL,1540,65.64,775,33.03,450,19.17,286,12.19,1205,51.37,22,0.93,3,0.13,4,0.17,13,0.57,293,12.47,765,32.61,18,2.17,111,13.10,387,16.51,194,8.28,93,3.98,80,3.43,306,13.06,11,0.46,3,0.13,2,0.09,2,0.09,63,2.69,154,6.56,0,0.02,31,3.65,43,1.85,22,0.93,5,0.20,14,0.61,33,1.40,3,0.13,0,0.00,0,0.00,2,0.09,5,0.23,16,0.70,0,0.00,4,0.52,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1071,699,397,1796,44,6,4,19,477,1285,24,150
48107950300,Texas,Crosby County,0,1479,537,0,0,0.00,0,0,0,0,0,1,26.3,44375,0,0,0,0,0,0,0,0,75,75,NULL,35,35,NULL,1479,100.00,688,46.52,464,31.37,206,13.93,1132,76.54,66,4.46,0,0.00,0,0.00,10,0.68,271,18.32,813,54.97,29,5.41,105,19.50,1479,100.00,688,46.52,464,31.37,206,13.93,1132,76.54,66,4.46,0,0.00,0,0.00,10,0.68,271,18.32,813,54.97,29,5.41,105,19.50,75,5.04,35,2.34,14,0.96,9,0.58,69,4.68,0,0.00,0,0.00,0,0.00,0,0.00,5,0.36,19,1.31,2,0.32,6,1.14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,756,464,206,1132,66,0,0,10,271,813,28,101
48109950300,Texas,Culberson County,0,2398,908,0,12,0.50,0,0,0,0,0,1,31.4,39531,0,0,0,0,0,0,0,0,186,186,139,102,102,76,2296,95.74,1227,51.17,628,26.20,343,14.32,1818,75.81,15,0.63,24,1.00,0,0.00,30,1.25,409,17.06,1741,72.60,51,5.60,141,15.58,1666,69.46,826,34.47,447,18.63,241,10.04,1333,55.58,12,0.50,12,0.49,0,0.00,18,0.75,291,12.14,1216,50.73,25,2.79,103,11.33,186,7.76,102,4.25,36,1.51,42,1.73,158,6.59,3,0.13,3,0.13,0,0.00,2,0.08,20,0.83,93,3.89,0,0.00,12,1.36,139,5.79,76,3.17,29,1.20,24,0.99,121,5.03,1,0.04,1,0.05,0,0.00,1,0.04,15,0.63,73,3.03,0,0,9,1.00,1241,667,354,1892,15,24,0,31,436,1827,47,111
48111950100,Texas,Dallam County,0,1455,541,0,0,0.00,0,0,0,0,0,0,10.8,78194,1,1,0,0,0,1,0,0,1200,1200,179,455,455,90,1455,100.00,589,40.46,426,29.28,194,13.33,1220,83.85,1,0.07,0,0.00,0,0.00,14,0.96,220,15.12,413,28.38,22,4.03,16,2.91,1455,100.00,589,40.46,426,29.28,194,13.33,1220,83.85,1,0.07,0,0.00,0,0.00,14,0.96,220,15.12,413,28.38,22,4.03,16,2.91,1200,82.48,455,31.29,370,25.40,148,10.19,991,68.13,0,0.00,0,0.00,0,0.00,11,0.79,197,13.56,369,25.37,16,2.99,13,2.34,179,12.32,90,6.19,51,3.54,24,1.62,156,10.72,0,0.00,0,0.00,0,0.00,0,0.00,23,1.60,34,2.34,3,1,2,0.34,527,426,194,1220,1,0,0,14,220,413,17,13
48111950300,Texas,Dallam County,1,5248,1907,0,39,0.74,0,0,0,0,0,0,14.6,60393,1,1,1,1,1,0,0,0,2024,4647,2024,724,1501,724,4647,88.55,1501,28.59,1393,26.55,373,7.11,3630,69.17,75,1.43,41,0.78,6,0.11,57,1.08,839,15.98,2136,40.69,45,2.38,161,8.45,2024,38.56,724,13.80,610,11.61,150,2.86,1547,29.48,28,0.54,10,0.20,1,0.02,27,0.51,410,7.82,1010,19.25,26,1.36,69,3.62,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1890,1577,435,4151,83,41,6,69,898,2304,39,189
48113000100,Texas,Dallas County,1,4009,1899,0,0,0.00,0,0,0,0,0,0,5.6,187604,0,1,0,1,0,0,0,0,24,2132,24,3,219,3,2132,53.17,219,5.47,550,13.71,189,4.72,2013,50.20,20,0.50,25,0.63,0,0.00,5,0.13,69,1.71,138,3.45,9,0.50,4,0.23,24,0.59,3,0.09,9,0.21,2,0.04,23,0.57,0,0.00,0,0.00,0,0.00,0,0.00,1,0.02,1,0.03,0,0.00,0,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,460,924,283,3552,101,61,1,13,281,533,16,9
48113000201,Texas,Dallas County,1,2875,1394,0,0,0.00,0,0,0,0,0,0,2.8,225179,0,1,0,1,0,0,0,0,NULL,1092,NULL,NULL,32,NULL,1092,37.98,32,1.10,298,10.37,83,2.87,1030,35.82,7,0.24,28,0.98,1,0.03,3,0.10,23,0.79,99,3.43,1,0.10,7,0.53,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,249,599,289,2686,28,68,1,19,73,250,33,23
48113000202,Texas,Dallas County,1,3409,1832,0,1,0.03,0,0,0,0,0,0,5.0,127500,0,1,0,1,0,0,0,0,NULL,1593,NULL,NULL,302,NULL,1593,46.74,302,8.87,279,8.19,88,2.59,1443,42.34,15,0.43,40,1.17,0,0.00,12,0.35,84,2.46,182,5.34,26,1.44,13,0.70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,632,556,185,3081,48,80,0,23,177,375,110,30
48113000300,Texas,Dallas County,1,4080,2222,0,0,0.00,0,0,0,0,0,0,7.8,172868,0,1,0,1,0,0,0,0,NULL,1539,NULL,NULL,234,NULL,1539,37.72,234,5.73,270,6.62,122,2.98,1435,35.16,10,0.24,46,1.13,0,0.00,5,0.11,44,1.07,146,3.59,4,0.16,0,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,719,530,249,3641,97,161,3,18,160,418,30,0
48113000401,Texas,Dallas County,1,4830,1584,0,669,13.85,0,1,0,0,0,1,31.5,52170,0,1,0,1,0,0,0,0,NULL,953,NULL,NULL,417,NULL,953,19.73,417,8.64,244,5.05,49,1.02,486,10.07,116,2.41,42,0.87,0,0.01,7,0.14,301,6.23,657,13.59,4,0.28,25,1.57,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3111,1127,193,2524,548,512,1,36,1209,2846,169,221
48113000404,Texas,Dallas County,1,3451,1715,0,0,0.00,0,0,0,0,0,0,11.2,76382,0,0,0,0,0,0,0,0,NULL,6,NULL,NULL,2,NULL,6,0.18,2,0.07,2,0.05,1,0.02,3,0.08,0,0.00,0,0.00,0,0.00,0,0.00,3,0.10,5,0.15,0,0.00,0,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,757,521,250,2294,203,275,1,29,649,1620,64,45
48113000405,Texas,Dallas County,1,2710,1162,0,0,0.00,0,0,0,0,0,1,26.1,43463,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1023,808,101,954,927,126,10,17,676,1189,170,104
48113000406,Texas,Dallas County,1,7200,2267,0,0,0.00,1,1,1,0,0,1,15.5,57259,1,1,1,1,1,0,0,0,6191,6929,6191,3093,3380,3093,6929,96.24,3380,46.95,2025,28.13,484,6.72,4521,62.80,173,2.41,436,6.06,1,0.01,32,0.45,1765,24.51,5723,79.48,56,2.49,113,4.98,6191,85.98,3093,42.96,1957,27.18,467,6.49,4188,58.17,120,1.67,141,1.96,1,0.01,30,0.42,1710,23.75,5587,77.60,41,1.79,90,3.99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4259,2070,495,4665,190,492,2,33,1818,5852,85,169
48113000500,Texas,Dallas County,1,5537,3074,0,37,0.67,0,0,0,0,0,0,7.8,134010,0,0,0,0,0,0,0,0,NULL,12,NULL,NULL,2,NULL,12,0.22,2,0.03,1,0.02,1,0.02,9,0.16,1,0.01,1,0.01,0,0.00,0,0.00,2,0.04,2,0.04,0,0.00,0,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,766,803,480,3774,373,162,0,36,1192,2323,265,123
48113000601,Texas,Dallas County,1,5987,2786,0,0,0.00,0,1,0,0,0,1,14.2,59245,0,1,0,1,0,0,0,0,NULL,1638,NULL,NULL,659,NULL,1638,27.36,659,11.00,372,6.21,180,3.00,1168,19.50,61,1.02,28,0.46,2,0.03,6,0.11,373,6.23,993,16.58,87,3.13,54,1.95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2293,1166,332,3781,404,168,3,36,1595,3470,449,273
48113000603,Texas,Dallas County,1,3465,2332,0,0,0.00,0,0,0,0,0,0,6.3,131181,0,0,0,0,0,0,0,0,NULL,254,NULL,NULL,29,NULL,254,7.33,29,0.84,11,0.32,26,0.75,230,6.64,4,0.12,11,0.32,0,0.00,1,0.02,8,0.24,22,0.62,0,0.00,0,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,320,172,271,2964,124,184,0,17,176,432,82,0
